Original Operator,NNG Operator,Target,Staging Usage,Peak% (Staging),Op Cycles,Network% (cycles),NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network% (MAC),Util% (MAC),Name
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_24/AddV2;model_1/tf.nn.relu_48/Relu;model_1/tf.math.negative_24/Neg;model_1/tf.nn.relu_49/Relu;model_1/tf.math.multiply_67/Mul1
DepthwiseConv2D,DepthwiseConv2D,NPU,20064,5.561715527564643,897,0.22176347701398075,897,219,781,0,0,23400,0.05746813097429112,1.2737771739130435,model_1/tf.math.add_45/Add;model_1/tf.compat.v1.nn.depthwise_conv2d_12/depthwise;Const_391
Prelu,Mul,NPU,19200,5.322215815851333,200,0.04944559130746505,100,200,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_25/AddV2;model_1/tf.nn.relu_50/Relu;model_1/tf.math.negative_25/Neg;model_1/tf.nn.relu_51/Relu;model_1/tf.math.multiply_69/Mul1_rescaled
Prelu,Mul,NPU,22400,6.209251785159888,312,0.07713512243964547,200,312,19,0,0,0,0.0,0.0,model_1/tf.__operators__.add_25/AddV2;model_1/tf.nn.relu_50/Relu;model_1/tf.math.negative_25/Neg;model_1/tf.nn.relu_51/Relu;model_1/tf.math.multiply_69/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_25/AddV2;model_1/tf.nn.relu_50/Relu;model_1/tf.math.negative_25/Neg;model_1/tf.nn.relu_51/Relu;model_1/tf.math.multiply_69/Mul1
Conv2D,Conv2D,NPU,28800,7.983323723776999,4723,1.167657638725787,4723,625,3124,0,0,332800,0.8173245294121403,3.440609781918272,model_1/tf.math.add_46/Add;model_1/tf.nn.convolution_24/convolution;Const_361
Add,Add,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.math.add_47/Add
Conv2D,Conv2D,NPU,44800,12.418503570319777,7812,1.9313447964695847,7789,2200,7812,0,0,3942400,9.682152117651508,24.6415770609319,model_1/tf.math.add_48/Add;model_1/tf.nn.convolution_25/convolution;Const_341
Prelu,Mul,NPU,64000,17.740719386171108,2000,0.4944559130746505,1000,2000,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_26/AddV2;model_1/tf.nn.relu_52/Relu;model_1/tf.math.negative_26/Neg;model_1/tf.nn.relu_53/Relu;model_1/tf.math.multiply_73/Mul1_rescaled
Prelu,Mul,NPU,96000,26.611079079256665,3125,0.7725873641791414,2000,3125,65,0,0,0,0.0,0.0,model_1/tf.__operators__.add_26/AddV2;model_1/tf.nn.relu_52/Relu;model_1/tf.math.negative_26/Neg;model_1/tf.nn.relu_53/Relu;model_1/tf.math.multiply_73/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_26/AddV2;model_1/tf.nn.relu_52/Relu;model_1/tf.math.negative_26/Neg;model_1/tf.nn.relu_53/Relu;model_1/tf.math.multiply_73/Mul1
DepthwiseConv2D,DepthwiseConv2D,NPU,46656,12.932984432518738,7812,1.9313447964695847,4817,1562,7812,0,0,69300,0.17019408019309293,0.43315272177419356,model_1/tf.math.add_49/Add;model_1/tf.compat.v1.nn.depthwise_conv2d_13/depthwise;Const_301
Prelu,Mul,NPU,16000,4.435179846542777,500,0.12361397826866262,250,500,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_27/AddV2;model_1/tf.nn.relu_54/Relu;model_1/tf.math.negative_27/Neg;model_1/tf.nn.relu_55/Relu;model_1/tf.math.multiply_75/Mul1_rescaled
Prelu,Mul,NPU,24000,6.652769769814166,781,0.193085034055651,500,781,48,0,0,0,0.0,0.0,model_1/tf.__operators__.add_27/AddV2;model_1/tf.nn.relu_54/Relu;model_1/tf.math.negative_27/Neg;model_1/tf.nn.relu_55/Relu;model_1/tf.math.multiply_75/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_27/AddV2;model_1/tf.nn.relu_54/Relu;model_1/tf.math.negative_27/Neg;model_1/tf.nn.relu_55/Relu;model_1/tf.math.multiply_75/Mul1
Conv2D,Conv2D,NPU,11200,3.104625892579944,3576,0.884087172577475,3519,390,3576,0,0,985600,2.420538029412877,13.457774049217003,model_1/tf.math.add_50/Add;model_1/tf.nn.convolution_26/convolution;Const_271
Conv2D,Conv2D,NPU,7904,2.190978844192132,781,0.193085034055651,302,237,781,0,0,83200,0.20433113235303507,5.201664532650448,model_1/tf.math.add_51/Add;model_1/tf.nn.convolution_27/convolution;Const_251
Prelu,Mul,NPU,4800,1.3305539539628333,50,0.012361397826866263,25,50,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_28/AddV2;model_1/tf.nn.relu_56/Relu;model_1/tf.math.negative_28/Neg;model_1/tf.nn.relu_57/Relu;model_1/tf.math.multiply_77/Mul1_rescaled
Prelu,Mul,NPU,5600,1.552312946289972,78,0.01928378060991137,50,78,19,0,0,0,0.0,0.0,model_1/tf.__operators__.add_28/AddV2;model_1/tf.nn.relu_56/Relu;model_1/tf.math.negative_28/Neg;model_1/tf.nn.relu_57/Relu;model_1/tf.math.multiply_77/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_28/AddV2;model_1/tf.nn.relu_56/Relu;model_1/tf.math.negative_28/Neg;model_1/tf.nn.relu_57/Relu;model_1/tf.math.multiply_77/Mul1
DepthwiseConv2D,DepthwiseConv2D,NPU,4800,1.3305539539628333,781,0.193085034055651,762,50,781,0,0,5850,0.01436703274357278,0.36574203745198464,model_1/tf.math.add_52/Add;model_1/tf.compat.v1.nn.depthwise_conv2d_14/depthwise;Const_221
Prelu,Mul,NPU,4800,1.3305539539628333,50,0.012361397826866263,25,50,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_29/AddV2;model_1/tf.nn.relu_58/Relu;model_1/tf.math.negative_29/Neg;model_1/tf.nn.relu_59/Relu;model_1/tf.math.multiply_79/Mul1_rescaled
Prelu,Mul,NPU,5600,1.552312946289972,78,0.01928378060991137,50,78,19,0,0,0,0.0,0.0,model_1/tf.__operators__.add_29/AddV2;model_1/tf.nn.relu_58/Relu;model_1/tf.math.negative_29/Neg;model_1/tf.nn.relu_59/Relu;model_1/tf.math.multiply_79/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_29/AddV2;model_1/tf.nn.relu_58/Relu;model_1/tf.math.negative_29/Neg;model_1/tf.nn.relu_59/Relu;model_1/tf.math.multiply_79/Mul1
Conv2D,Conv2D,NPU,7200,1.9958309309442497,3813,0.9426801982768211,3813,156,3124,0,0,83200,0.20433113235303507,1.0654340414371886,model_1/tf.math.add_53/Add;model_1/tf.nn.convolution_28/convolution;Const_191
Add,Add,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.math.add_54/Add
Conv2D,Conv2D,NPU,7888,2.186543664345589,781,0.193085034055651,302,236,781,0,0,83200,0.20433113235303507,5.201664532650448,model_1/tf.math.add_55/Add;model_1/tf.nn.convolution_29/convolution;Const_171
Prelu,Mul,NPU,4800,1.3305539539628333,50,0.012361397826866263,25,50,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_30/AddV2;model_1/tf.nn.relu_60/Relu;model_1/tf.math.negative_30/Neg;model_1/tf.nn.relu_61/Relu;model_1/tf.math.multiply_83/Mul1_rescaled
Prelu,Mul,NPU,5600,1.552312946289972,78,0.01928378060991137,50,78,19,0,0,0,0.0,0.0,model_1/tf.__operators__.add_30/AddV2;model_1/tf.nn.relu_60/Relu;model_1/tf.math.negative_30/Neg;model_1/tf.nn.relu_61/Relu;model_1/tf.math.multiply_83/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_30/AddV2;model_1/tf.nn.relu_60/Relu;model_1/tf.math.negative_30/Neg;model_1/tf.nn.relu_61/Relu;model_1/tf.math.multiply_83/Mul1
DepthwiseConv2D,DepthwiseConv2D,NPU,4800,1.3305539539628333,781,0.193085034055651,762,50,781,0,0,5850,0.01436703274357278,0.36574203745198464,model_1/tf.math.add_56/Add;model_1/tf.compat.v1.nn.depthwise_conv2d_15/depthwise;Const_141
Prelu,Mul,NPU,4800,1.3305539539628333,50,0.012361397826866263,25,50,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_31/AddV2;model_1/tf.nn.relu_62/Relu;model_1/tf.math.negative_31/Neg;model_1/tf.nn.relu_63/Relu;model_1/tf.math.multiply_85/Mul1_rescaled
Prelu,Mul,NPU,5600,1.552312946289972,78,0.01928378060991137,50,78,19,0,0,0,0.0,0.0,model_1/tf.__operators__.add_31/AddV2;model_1/tf.nn.relu_62/Relu;model_1/tf.math.negative_31/Neg;model_1/tf.nn.relu_63/Relu;model_1/tf.math.multiply_85/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_31/AddV2;model_1/tf.nn.relu_62/Relu;model_1/tf.math.negative_31/Neg;model_1/tf.nn.relu_63/Relu;model_1/tf.math.multiply_85/Mul1
Conv2D,Conv2D,NPU,7200,1.9958309309442497,3813,0.9426801982768211,3813,156,3124,0,0,83200,0.20433113235303507,1.0654340414371886,model_1/tf.math.add_57/Add;model_1/tf.nn.convolution_30/convolution;Const_111
Add,Add,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.math.add_58/Add
Conv2D,Conv2D,NPU,16000,4.435179846542777,12499,3.090102228760028,11745,625,12499,0,0,1638400,4.023751529413614,6.400512040963277,model_1/tf.math.add_59/Add;model_1/tf.nn.convolution_31/convolution;Const_91
Prelu,Mul,NPU,25600,7.0962877544684435,800,0.1977823652298602,400,800,0,0,0,0,0.0,0.0,model_1/tf.__operators__.add_32/AddV2;model_1/tf.nn.relu_64/Relu;model_1/tf.math.negative_32/Neg;model_1/tf.nn.relu_65/Relu;model_1/tf.math.multiply_89/Mul1_rescaled
Prelu,Mul,NPU,38400,10.644431631702666,1250,0.30903494567165657,800,1250,78,0,0,0,0.0,0.0,model_1/tf.__operators__.add_32/AddV2;model_1/tf.nn.relu_64/Relu;model_1/tf.math.negative_32/Neg;model_1/tf.nn.relu_65/Relu;model_1/tf.math.multiply_89/Mul1
Prelu,Maximum,NPU,0,0.0,0,0.0,0,0,0,0,0,0,0.0,100,model_1/tf.__operators__.add_32/AddV2;model_1/tf.nn.relu_64/Relu;model_1/tf.math.negative_32/Neg;model_1/tf.nn.relu_65/Relu;model_1/tf.math.multiply_89/Mul1
DepthwiseConv2D,DepthwiseConv2D,NPU,13312,3.6900696323235906,14448,3.571949516051275,14448,625,12499,0,0,12800,0.03143555882354386,0.043258582502768546,model_1/tf.math.add_60/Add;model_1/tf.compat.v1.nn.depthwise_conv2d_16/depthwise;Const_61
FullyConnected,FullyConnected,NPU,640,0.17740719386171108,5955,1.4722424811797719,3596,50,5955,0,0,65536,0.16095006117654456,0.5373635600335852,model_1/tf.linalg.matmul/MatMul;model_1/tf.__operators__.add_33/AddV2
FullyConnected,FullyConnected,NPU,2208,0.6120548188229032,1562,0.386170068111302,451,70,1562,0,0,384,0.0009430667647063157,0.012003841229193343,PartitionedCall:0
